EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,TotalPoss,OpponentPoints,ShootingFouls,Fouls,Pace,SecondsPerPossDef,Minutes,OffPoss,PenaltyDefPoss,SecondChanceOffPoss,Corner3FGA,SecondChanceCorner3FGA,Arc3FGA,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,Steals,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,FG3APct,LiveBallTurnoverPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,Corner3Frequency,Arc3Frequency,SecondChanceCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,DefThreePtRebounds,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,DefThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangeFGA,Corner3FGM,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,SecondChanceTurnovers,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,LostBallSteals,Loose Ball Fouls,DefCorner3ReboundPct,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,OffShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,PtsUnassisted3s,BadPassTurnovers,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,LongMidRangeFGM,Offensive Fouls Drawn,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3FGA,SelfOReb,SelfORebPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,Travels,FTOffRebounds,OffFTReboundPct,Charge Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,LongMidRangeAssists,LongMidRangePctAssisted,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,team_id,year,season,team_vs
1627827-1628988-1629006-1630256-1631120,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jae'Sean Tate, JD Davison","Finney-Smith, Holiday, Okogie, Tate, Davison",1627827-1628988-1629006-1630256-1631120,HOU,6.0,1,-2.0,1.0,1.0,2.0,1.0,2.0,240.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1629006-1630578-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Alperen Sengun, Amen Thompson","Finney-Smith, Holiday, Okogie, Sengun, Thompson",1627827-1628988-1629006-1630578-1641708,HOU,78.0,2,-5.0,3.0,6.0,5.0,,,110.76923076923076,11.666666666666666,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.333333333333334,10.666666666666666,11.666666666666666,0.5,0.5,1.0,1.0,0.574725,0.5592,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1629006-1631095-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Josh Okogie, Jabari Smith Jr., Amen Thompson","Finney-Smith, Holiday, Okogie, Smith Jr., Thompson",1627827-1628988-1629006-1631095-1641708,HOU,80.1,1,-1.0,4.0,7.0,3.0,,1.0,125.84269662921349,11.075,1.0,3.0,4.0,1.0,1.0,,,1.0,,,,,,,1.0,0.3333333333333333,,11.933333333333332,11.0,11.049999999999999,0.3333333333333333,,,0.6666666666666666,0.51825,,23.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1630256-1631120-201145,1610612745,"Dorian Finney-Smith, Aaron Holiday, Jae'Sean Tate, JD Davison, Jeff Green","Finney-Smith, Holiday, Tate, Davison, Green",1627827-1628988-1630256-1631120-201145,HOU,123.4,1,-4.0,4.0,8.0,6.0,,1.0,93.354943273906,10.0,2.0,4.0,4.0,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,1.0,0.25,1.0,20.85,20.85,9.75,,0.25,,1.0,0.494875,,25.8,1.0,3.0,,1.0,3.0,2.0,1.0,,1.0,,,,,1.0,,,,1.0,1.0,2.0,,,,1.0,,,0.3333333333333333,0.25,0.25,0.3333333333333333,,,,,1.0,0.5,0.3333333333333333,,,,0.75,0.3333333333333333,0.5,,,3.3666666666666667,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1630578-1631095-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Alperen Sengun, Jabari Smith Jr., Amen Thompson","Finney-Smith, Holiday, Sengun, Smith Jr., Thompson",1627827-1628988-1630578-1631095-1641708,HOU,578.0,2,-5.0,17.0,33.0,24.0,3.0,6.0,82.21453287197232,16.0,10.0,16.0,,1.0,3.0,,5.0,8.0,,5.0,1.0,1.0,1.0,1.0,3.0,0.6153846153846154,0.3333333333333333,19.125,18.375,14.117647058823529,0.23076923076923078,0.38461538461538464,,0.6923076923076923,0.5268653846153846,,25.25,1.0,1.0,3.0,1.0,5.0,19.0,,2.0,1.0,1.0,6.0,1.0,17.0,1.0,,2.0,1.0,6.0,1.0,7.0,2.0,1.0,19.0,,1.0,1.0,0.2,0.6538461538461539,0.6785714285714286,0.2,,1.0,0.5,,0.3333333333333333,0.7142857142857143,0.14285714285714285,,,,0.07692307692307693,1.0,1.0,1.0,0.23076923076923078,11.08,,,,,,,3.0,,,,,1.0,0.3333333333333333,1.0,,,,1.0,3.0,2.0,5.0,2.0,15.0,2.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.625,0.625,1.0,0.5,1.0,0.5,0.07692307692307693,1.0,1.0,1.0,0.4,0.4,1.0,0.4,0.07142857142857142,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1630578-1631106-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Alperen Sengun, Tari Eason, Amen Thompson","Finney-Smith, Holiday, Sengun, Eason, Thompson",1627827-1628988-1630578-1631106-1641708,HOU,117.6,1,4.0,7.0,14.0,5.0,,,171.42857142857144,8.928571428571429,2.0,7.0,7.0,1.0,,,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,2.0,0.4,1.0,7.871428571428572,7.871428571428572,8.928571428571429,,0.4,,0.6,0.52878,0.383,25.8,,1.0,,2.0,3.0,9.0,1.0,,1.0,,1.0,,3.0,,1.0,2.0,,2.0,1.0,3.0,,,7.0,,,,0.6666666666666666,0.7,0.75,0.3333333333333333,,,1.0,1.0,,1.0,0.5,,,1.0,0.2,,,,,4.8,,,1.0,2.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,,0.2222222222222222,2.0,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,2.0,2.0,1.0,,,,,,1.0,0.5,0.5,,,,,0.4,,,,0.5,0.5,1.0,0.5,0.2,0.3333333333333333,6.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,6.0,6.0,1.0,0.5,0.5,0.625,0.75,1.0,1.0,1.0,0.25,0.5,0.5,0.557075,0.6666666666666666,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1628988-1631095-1631106-1641708,1610612745,"Dorian Finney-Smith, Aaron Holiday, Jabari Smith Jr., Tari Eason, Amen Thompson","Finney-Smith, Holiday, Smith Jr., Eason, Thompson",1627827-1628988-1631095-1631106-1641708,HOU,392.2,2,1.0,10.0,21.0,14.0,1.0,4.0,77.10351861295258,21.2,7.0,11.0,2.0,,1.0,,3.0,4.0,,3.0,1.0,,,,1.0,0.4444444444444444,,16.38181818181818,16.38181818181818,18.2,0.1111111111111111,0.3333333333333333,,0.7777777777777778,0.5588111111111111,,25.05,3.0,3.0,,4.0,5.0,15.0,,6.0,,3.0,5.0,2.0,12.0,,,1.0,,2.0,,2.0,1.0,,15.0,,0.75,0.75,0.8,0.7777777777777778,0.8333333333333334,,,,0.5,,,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,0.6666666666666666,,5.0200000000000005,,,,,2.0,,1.0,,,,,0.25,,,,,,2.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,1.0,0.5,0.5,,,0.5,,0.2222222222222222,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.1111111111111111,0.2,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,6.0,1.0,,1.0,,6.0,3.0,,1.0,1.0,1.25,1.5,,0.5,0.5,0.5,,,0.6246,0.4,0.2727272727272727,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1629006-1630256-1631120-201145,1610612745,"Dorian Finney-Smith, Josh Okogie, Jae'Sean Tate, JD Davison, Jeff Green","Finney-Smith, Okogie, Tate, Davison, Green",1627827-1629006-1630256-1631120-201145,HOU,57.6,1,,3.0,5.0,2.0,,,124.99999999999999,12.566666666666668,1.0,2.0,3.0,,,,,,,,,,,,1.0,,,9.95,9.95,7.800000000000001,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,0.5,,,,,,,,2.0,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1629006-1631095-1641708-1642263,1610612745,"Dorian Finney-Smith, Josh Okogie, Jabari Smith Jr., Amen Thompson, Reed Sheppard","Finney-Smith, Okogie, Smith Jr., Thompson, Sheppard",1627827-1629006-1631095-1641708-1642263,HOU,117.0,1,3.0,5.0,9.0,3.0,1.0,1.0,110.76923076923077,15.88,2.0,4.0,2.0,1.0,,,,,,,1.0,,,,,,,9.4,9.4,15.680000000000001,,,,,0.4396,,,,,1.0,1.0,3.0,6.0,,,1.0,,,,,,1.0,1.0,,2.0,1.0,3.0,,,4.0,,,,0.3333333333333333,0.3333333333333333,0.6,0.3333333333333333,,,0.5,0.5,,0.6666666666666666,0.5,1.0,,,,,,,0.3333333333333333,9.633333333333333,,,,2.0,2.0,,1.0,,,1.0,,1.0,,1.0,,,0.3333333333333333,2.0,,,,4.0,,,,,,,,2.0,4.0,1.0,,,,,,,,,0.5,1.0,,,0.6666666666666666,,,,,,,,0.25,0.25,4.0,,1.0,,,1.0,3.0,,,4.0,6.0,,1.0,,1.0,6.0,4.0,1.0,,0.3333333333333333,0.3333333333333333,0.6,,0.5,1.0,,,,0.4396,1.0,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
1627827-1629006-1631106-1641708-1642263,1610612745,"Dorian Finney-Smith, Josh Okogie, Tari Eason, Amen Thompson, Reed Sheppard","Finney-Smith, Okogie, Eason, Thompson, Sheppard",1627827-1629006-1631106-1641708-1642263,HOU,14.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2026,2025-26,False
