EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyArc3FGA,PenaltyFG3A,Arc3Assists,Travels,PenaltyTurnovers,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,DefAtRimReboundPct,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,LiveBallTurnovers,BadPassTurnovers,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyPointsPct,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,PenaltyFG3M,PtsPutbacks,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,DefFTReboundPct,SecondChanceArc3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Loose Ball Fouls Drawn,DefensiveGoaltends,OffThreePtRebounds,LostBallSteals,LostBallTurnovers,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SelfOReb,SecondChanceTurnovers,AtRimPctBlocked,SelfORebPct,BadPassOutOfBoundsTurnovers,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Charge Fouls,LongMidRangeAssists,LongMidRangePctAssisted,OffCorner3ReboundPct,SecondChanceCorner3FGA,OffensiveGoaltends,SecondChanceCorner3Frequency,LongMidRangePctBlocked,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,team_id,year,season,team_vs
1628978-1629675-1630162-1630183-203497,1610612750,"Donte DiVincenzo, Naz Reid, Anthony Edwards, Jaden McDaniels, Rudy Gobert","DiVincenzo, Reid, Edwards, McDaniels, Gobert",1628978-1629675-1630162-1630183-203497,MIN,348.0,2,6.0,11.0,12.0,10.0,4.0,1.0,22.0,4.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,2.0,2.0,2.0,18.0,7.0,1.0,1.0,1.0,3.0,4.0,6.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,1.0,3.0,2.0,5.0,2.0,7.0,2.0,2.0,3.0,1.0,3.0,1.0,6.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,15.0,0.4,0.4,0.5,1.0,1.0,0.5555555555555556,1.0,0.7272727272727273,1.0,0.7083333333333334,0.75,0.18181818181818182,0.5,0.6666666666666666,0.25,0.6,0.625,0.25,0.3333333333333333,1.0,0.6666666666666666,0.5,91.0344827586207,14.166666666666666,17.8,13.083333333333334,16.4,0.36363636363636365,1.0,1.0,0.5,0.2727272727272727,0.18181818181818182,0.5,0.5,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,1.0,0.5454545454545454,1.0,0.5189045454545455,0.5071,0.25,0.3,0.16666666666666666,8.288888888888888,25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1629675-1630162-1630183-203944,1610612750,"Donte DiVincenzo, Naz Reid, Anthony Edwards, Jaden McDaniels, Julius Randle","DiVincenzo, Reid, Edwards, McDaniels, Randle",1628978-1629675-1630162-1630183-203944,MIN,396.1,2,7.0,1.0,14.0,16.0,7.0,,30.0,5.0,7.0,,,,,,1.0,1.0,1.0,5.0,5.0,7.0,2.0,6.0,3.0,19.0,18.0,,,,,8.0,2.0,6.0,,5.0,1.0,4.0,2.0,6.0,1.0,4.0,14.0,,,4.0,2.0,6.0,,6.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,4.0,4.0,2.0,,3.0,19.0,0.8,0.8,1.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,,0.6153846153846154,,0.6785714285714286,,0.46153846153846156,,1.0,,1.0,1.0,,,,1.0,1.0,109.06336783640494,14.528571428571428,12.04375,14.528571428571428,12.04375,0.5384615384615384,0.7142857142857143,0.7142857142857143,0.8,,,,,0.07692307692307693,1.0,1.0,1.0,0.38461538461538464,0.2,0.2,,,1.0,0.2,0.5786384615384615,,0.21428571428571427,0.375,,2.442857142857143,26.333333333333332,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5766,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1629675-1630183-1630245-203497,1610612750,"Donte DiVincenzo, Naz Reid, Jaden McDaniels, Ayo Dosunmu, Rudy Gobert","DiVincenzo, Reid, McDaniels, Dosunmu, Gobert",1628978-1629675-1630183-1630245-203497,MIN,89.0,2,1.0,,3.0,3.0,,,6.0,,1.0,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,,3.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,97.07865168539325,20.666666666666668,9.0,20.666666666666668,6.0,0.3333333333333333,,,,0.6666666666666666,,,,,,,,,,,,,0.3333333333333333,,0.5145333333333334,,,,,6.466666666666666,,,,,,,,,,1.0,,,,,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1629675-1630183-1630245-203937,1610612750,"Donte DiVincenzo, Naz Reid, Jaden McDaniels, Ayo Dosunmu, Kyle Anderson","DiVincenzo, Reid, McDaniels, Dosunmu, Anderson",1628978-1629675-1630183-1630245-203937,MIN,21.0,1,,-3.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14285714285714,6.0,15.0,6.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1629675-1630245-1630538-203497,1610612750,"Donte DiVincenzo, Naz Reid, Ayo Dosunmu, Bones Hyland, Rudy Gobert","DiVincenzo, Reid, Dosunmu, Hyland, Gobert",1628978-1629675-1630245-1630538-203497,MIN,287.0,1,5.0,4.0,11.0,12.0,6.0,,23.0,4.0,4.0,,,1.0,,,,,,4.0,4.0,5.0,,4.0,4.0,12.0,8.0,,,,,6.0,2.0,,,4.0,,3.0,,3.0,,3.0,6.0,,,2.0,4.0,6.0,,6.0,,,,,1.0,1.0,2.0,,,3.0,5.0,1.0,,3.0,12.0,0.75,0.75,,,,0.8,,0.4444444444444444,,0.5454545454545454,,0.4444444444444444,,0.6666666666666666,,1.0,0.75,,,1.0,1.0,,115.4006968641115,14.890909090909092,10.266666666666667,14.890909090909092,10.266666666666667,0.4444444444444444,1.0,1.0,0.75,0.1111111111111111,,,,,,,,0.4444444444444444,,,,,0.8888888888888888,,0.6522375,,0.2727272727272727,0.42857142857142855,,3.4200000000000004,24.7,6.0,2.0,2.0,,,,,6.0,0.6666666666666666,,0.4,0.747575,0.5454545454545454,,,,3.0,3.0,3.0,3.0,3.0,9.0,1.0,1.0,9.0,1.0,1.0,0.6,0.6428571428571429,1.0,0.5,0.6,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1629675-1630245-1630538-203937,1610612750,"Donte DiVincenzo, Naz Reid, Ayo Dosunmu, Bones Hyland, Kyle Anderson","DiVincenzo, Reid, Dosunmu, Hyland, Anderson",1628978-1629675-1630245-1630538-203937,MIN,161.0,1,3.0,3.0,6.0,6.0,6.0,2.0,12.0,2.0,2.0,1.0,1.0,2.0,,,,,1.0,2.0,2.0,4.0,1.0,2.0,2.0,9.0,6.0,1.0,1.0,,2.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,,,,1.0,3.0,,,2.0,4.0,,,1.0,7.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5833333333333334,0.5,0.5625,0.5,0.3333333333333333,1.0,1.0,0.5,,0.5,0.3333333333333333,0.5,,,,107.32919254658385,13.799999999999999,13.033333333333333,12.783333333333333,12.850000000000001,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,,,,,,,,0.3333333333333333,0.5,0.5,0.5,1.0,0.6666666666666666,0.5,0.547925,0.502775,0.14285714285714285,0.2,0.2222222222222222,4.35,26.35,6.0,2.0,2.0,1.0,,,,6.0,,1.0,0.3333333333333333,0.547925,1.0,,,,2.0,2.0,2.0,4.0,2.0,9.0,,,9.0,2.0,0.5,0.5833333333333334,0.5625,,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1630162-1630183-1630245-203497,1610612750,"Donte DiVincenzo, Anthony Edwards, Jaden McDaniels, Ayo Dosunmu, Rudy Gobert","DiVincenzo, Edwards, McDaniels, Dosunmu, Gobert",1628978-1630162-1630183-1630245-203497,MIN,223.0,2,4.0,4.0,8.0,8.0,4.0,,16.0,2.0,2.0,,,3.0,,,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,,16.0,12.0,,,,,10.0,,6.0,,1.0,1.0,5.0,2.0,7.0,1.0,2.0,16.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,16.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.1428571428571428,,1.1428571428571428,,0.2857142857142857,,0.5,,,0.5,,,0.5,,,103.31838565022422,14.1125,13.7625,14.1125,13.75,0.2857142857142857,1.0,1.0,1.0,0.42857142857142855,,,,0.14285714285714285,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,0.5714285714285714,1.0,0.5241428571428571,,,,,5.3,24.85,4.0,,1.0,1.0,,,,4.0,,1.0,,0.4747125,0.5,,,,1.0,1.0,3.0,3.0,,9.0,,,9.0,1.0,1.0,1.125,1.125,,,0.25,1.0,0.5625,,,,1.0,,,,,1.0,,,,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1630162-1630183-1630245-203944,1610612750,"Donte DiVincenzo, Anthony Edwards, Jaden McDaniels, Ayo Dosunmu, Julius Randle","DiVincenzo, Edwards, McDaniels, Dosunmu, Randle",1628978-1630162-1630183-1630245-203944,MIN,263.7,3,4.0,11.0,11.0,11.0,3.0,,22.0,4.0,4.0,,,,,,1.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3.0,20.0,9.0,,,,,6.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,3.0,12.0,,,2.0,3.0,5.0,,5.0,,,,,,,2.0,,,3.0,4.0,,,1.0,20.0,0.75,0.75,0.6666666666666666,0.75,0.75,1.0,,1.0625,,1.0,,0.5,,1.0,,1.0,1.0,,,,1.0,1.0,120.13651877133107,9.19090909090909,14.781818181818181,9.19090909090909,14.781818181818181,0.5,1.0,1.0,0.75,,,,,0.25,0.5,0.5,1.0,0.25,1.0,1.0,,,1.0,1.0,0.6417375,,0.1111111111111111,0.2,,1.85,24.55,7.0,2.0,3.0,1.0,,,,6.0,1.0,0.5,0.4,0.60912,0.6363636363636364,,,,2.0,2.0,2.0,2.0,3.0,16.0,,,14.0,,1.0,1.3,1.1428571428571428,,1.0,0.4,1.0,0.8,,2.0,,3.0,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1630162-1630183-203497-203944,1610612750,"Donte DiVincenzo, Anthony Edwards, Jaden McDaniels, Rudy Gobert, Julius Randle","DiVincenzo, Edwards, McDaniels, Gobert, Randle",1628978-1630162-1630183-203497-203944,MIN,2683.5,4,45.0,7.0,94.0,94.0,13.0,10.0,188.0,17.0,26.0,4.0,6.0,20.0,1.0,9.0,1.0,3.0,8.0,29.0,26.0,55.0,9.0,32.0,13.0,92.0,85.0,5.0,9.0,,10.0,20.0,32.0,24.0,3.0,29.0,8.0,10.0,8.0,18.0,1.0,8.0,44.0,6.0,,28.0,19.0,48.0,11.0,59.0,5.0,3.0,3.0,,9.0,10.0,21.0,2.0,2.0,14.0,19.0,1.0,,10.0,82.0,0.38461538461538464,0.43478260869565216,0.8888888888888888,0.28125,0.28125,0.4727272727272727,0.5555555555555556,0.4540229885057471,0.45454545454545453,0.4791666666666667,0.45454545454545453,0.367816091954023,,0.7916666666666666,0.20689655172413793,0.9032258064516129,0.8545454545454545,0.21153846153846154,0.3333333333333333,0.8,0.9565217391304348,0.75,100.88317495807713,13.964893617021277,14.582978723404254,13.379787234042555,14.274468085106383,0.2988505747126437,0.6538461538461539,0.6538461538461539,0.47058823529411764,0.22988505747126436,0.10344827586206896,0.1111111111111111,0.1111111111111111,0.034482758620689655,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.27586206896551724,0.27586206896551724,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.27586206896551724,0.5474827586206896,0.5571916666666666,0.10416666666666667,0.15625,0.10869565217391304,7.138181818181819,25.971875,21.0,5.0,7.0,7.0,1.0,3.0,,21.0,1.0,0.875,0.2631578947368421,0.5781026315789474,0.22340425531914893,2.0,0.03636363636363636,0.1,8.0,8.0,9.0,12.0,2.0,23.0,6.0,5.0,23.0,1.0,0.75,0.5526315789473685,0.575,0.6666666666666666,0.7333333333333333,0.42105263157894735,1.0,0.25,2.0,1.0,2.0,1.0,6.0,1.0,,,0.14285714285714285,1.0,0.18181818181818182,0.2,8.0,,2.0,2.0,,0.4,0.4444444444444444,0.25,0.10526315789473684,,1.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,0.21739130434782608,0.2222222222222222,0.23809523809523808,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
1628978-1630162-1630245-203497-203944,1610612750,"Donte DiVincenzo, Anthony Edwards, Ayo Dosunmu, Rudy Gobert, Julius Randle","DiVincenzo, Edwards, Dosunmu, Gobert, Randle",1628978-1630162-1630245-203497-203944,MIN,442.0,2,7.0,7.0,15.0,16.0,,1.0,31.0,6.0,6.0,1.0,1.0,1.0,,,,1.0,3.0,6.0,6.0,7.0,3.0,7.0,,21.0,14.0,1.0,1.0,,2.0,8.0,4.0,9.0,,6.0,3.0,4.0,3.0,7.0,,4.0,17.0,,,3.0,3.0,6.0,1.0,7.0,2.0,2.0,1.0,,2.0,2.0,2.0,,,3.0,,,,,19.0,0.6666666666666666,0.8,1.0,0.42857142857142855,0.42857142857142855,0.8571428571428571,1.0,0.75,1.0,0.75,1.0,0.5,,1.0,,0.6,0.75,0.2,,1.0,1.0,,100.99547511312218,13.666666666666666,14.8125,13.666666666666666,14.5,0.42857142857142855,1.0,1.0,0.6666666666666666,0.07142857142857142,,,,0.07142857142857142,,,,0.42857142857142855,0.5,0.5,1.0,1.0,0.9285714285714286,0.5,0.5867928571428571,,,,0.09523809523809523,2.2857142857142856,25.771428571428572,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,1.0,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,0.25,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2026,2025-26,False
