EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,ThreePtAssists,Assists,Corner3Assists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGM,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGM,TwoPtAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Arc3Assists,Travels,PenaltyTurnovers,ShootingFouls,Fouls,PenaltyFg3Pct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGA,FtPoints,PenaltyFtPoints,AtRimAssists,LiveBallTurnovers,LostBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,LiveBallTurnoverPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimPctAssisted,SecondChanceAtRimFrequency,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyAtRimFGM,ShortMidRangeFGM,Fg2aBlocked,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,Offensive Fouls,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyAtRimAccuracy,NonShootingPenaltyNonTakeFouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,OffLongMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,BadPassTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,ShortMidRangePctBlocked,OffAtRimReboundPct,SecondChanceAtRimAccuracy,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,LongMidRangePctBlocked,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,Technical Free Throw Trips,DefCorner3ReboundPct,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Charge Fouls Drawn,Blocked3s,BlockedArc3,DefensiveGoaltends,Arc3PctBlocked,FTOffRebounds,OffFTReboundPct,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1626162-1629656-1630178-1631230-1641737,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Dominick Barlow, Adem Bona","Oubre Jr., Grimes, Maxey, Barlow, Bona",1626162-1629656-1630178-1631230-1641737,PHI,86.7,1,1.0,1.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.625,1.5,0.5,1.5,0.75,0.5,0.5,1.0,99.65397923875432,16.033333333333335,12.866666666666667,15.366666666666667,12.866666666666667,0.25,1.0,1.0,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.75,0.5219875,0.5844,0.2,0.5,0.6,16.9,25.733333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1631230-1642348,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Dominick Barlow, Justin Edwards","Oubre Jr., Grimes, Maxey, Barlow, Edwards",1626162-1629656-1630178-1631230-1642348,PHI,175.0,1,3.0,5.0,6.0,5.0,2.0,11.0,2.0,2.0,,,,,2.0,3.0,4.0,1.0,2.0,9.0,4.0,,,2.0,4.0,,2.0,,1.0,,2.0,1.0,2.0,5.0,,,,,,7.0,,0.5,,0.5,0.75,0.75,1.0,0.75,1.0,0.3333333333333333,1.0,1.0,,90.51428571428572,16.366666666666667,15.36,13.850000000000001,15.059999999999999,0.3333333333333333,1.0,1.0,,,,,0.3333333333333333,,,,0.5,0.481775,0.4369,,,0.2222222222222222,10.9,27.7,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,0.16666666666666666,0.5,0.5,0.5,0.5,0.3367,0.2222222222222222,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1631230-1642845,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Dominick Barlow, VJ Edgecombe","Oubre Jr., Grimes, Maxey, Barlow, Edgecombe",1626162-1629656-1630178-1631230-1642845,PHI,100.8,1,2.0,-1.0,3.0,3.0,1.0,6.0,,,,1.0,,,2.0,,1.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,,3.0,2.0,1.0,1.0,,3.0,2.0,2.0,2.0,1.0,1.0,,,,,1.0,0.3333333333333333,0.5,0.3333333333333333,,0.375,0.75,0.375,0.75,0.75,1.0,0.6666666666666666,1.0,85.71428571428572,22.5,11.1,16.833333333333332,11.1,,,,0.25,,,,0.5,,,,1.0,0.5866625,,,,1.0,2.2,24.933333333333334,3.0,,,1.0,,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,1.0,1.0,,3.0,3.0,,,,,0.375,0.375,,,,,,1.0,,,,,0.25,,,,,0.5,0.5,0.5,0.5866625,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.25,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1631230-202331,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Dominick Barlow, Paul George","Oubre Jr., Grimes, Maxey, Barlow, George",1626162-1629656-1630178-1631230-202331,PHI,317.0,3,5.0,4.0,10.0,9.0,1.0,19.0,1.0,1.0,,,,,4.0,3.0,4.0,1.0,4.0,13.0,9.0,,,,2.0,3.0,4.0,1.0,3.0,,7.0,1.0,1.0,6.0,,,2.0,4.0,2.0,13.0,1.0,0.25,,0.25,0.75,0.5625,,0.65,,0.5,0.3333333333333333,0.25,,86.30914826498423,13.2,20.555555555555557,12.6,19.555555555555557,0.125,1.0,1.0,,,,,0.5,,,,0.875,0.533775,0.59,0.2,0.3333333333333333,,6.35,26.475,1.0,2.0,2.0,3.0,,1.0,,1.0,,,2.0,4.0,,1.0,2.0,1.0,,2.0,3.0,5.0,,,,1.0,,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,1.0,0.75,,1.0,0.8333333333333334,,0.3333333333333333,1.0,,1.0,,0.375,0.6666666666666666,0.6666666666666666,,1.0,0.25,0.25,0.25,,0.15384615384615385,0.1,,,,,,,,,1.0,,,3.0,5.0,,1.0,,,,,,,,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1641737-1642845,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Adem Bona, VJ Edgecombe","Oubre Jr., Grimes, Maxey, Bona, Edgecombe",1626162-1629656-1630178-1641737-1642845,PHI,114.0,1,2.0,-3.0,4.0,4.0,,8.0,,,,,,,,,1.0,,,4.0,7.0,,,,,,,,,,,,,1.0,,,2.0,4.0,1.0,4.0,,,,,,,,0.6666666666666666,,,,,,101.05263157894737,16.5,12.0,16.5,12.0,,,,,,,,,,,,,0.4464,,0.5,0.5,,5.0,,2.0,,,,1.0,,,,,,2.0,,,,,,,,1.0,1.0,,,,1.0,,2.0,2.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,0.5,0.5,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,4.0,2.0,,1.0,1.0,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1641737-202331,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Adem Bona, Paul George","Oubre Jr., Grimes, Maxey, Bona, George",1626162-1629656-1630178-1641737-202331,PHI,456.6,1,8.0,1.0,15.0,16.0,,31.0,,1.0,,,,,4.0,6.0,9.0,1.0,4.0,16.0,15.0,,,,6.0,3.0,4.0,1.0,4.0,,9.0,,,7.0,3.0,2.0,3.0,2.0,1.0,16.0,1.0,0.25,,0.25,0.6666666666666666,0.5769230769230769,,0.5714285714285714,,0.3076923076923077,,,,97.76609724047306,12.593333333333334,16.73125,12.593333333333334,14.98125,0.07692307692307693,,,,,,,0.3076923076923077,,,,0.7692307692307693,0.5970500000000001,,0.07142857142857142,0.1,,5.288888888888889,26.075,3.0,5.0,4.0,6.0,2.0,1.0,,,1.0,1.0,3.0,6.0,,1.0,3.0,,,4.0,2.0,7.0,,,1.0,1.0,,3.0,3.0,0.5,0.5,,1.0,0.5,0.5,0.4,,0.8,0.6,,,0.5,0.5,0.8,,0.46153846153846156,0.6666666666666666,0.8,0.15384615384615385,,0.25,0.25,0.25,0.54835,0.1875,0.2,1.0,,,,,1.0,,1.0,1.0,,,4.0,6.0,,1.0,,,,0.5,,0.5,,,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,,1.0,0.5,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1642348-202331,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Justin Edwards, Paul George","Oubre Jr., Grimes, Maxey, Edwards, George",1626162-1629656-1630178-1642348-202331,PHI,27.3,1,,2.0,1.0,1.0,,2.0,,,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,,1.0,,2.0,,,1.0,1.0,1.0,,,,2.0,,,,,1.0,0.5,,0.5,,0.5,,,,105.49450549450549,5.2,22.1,5.2,22.1,,,,,,,,0.5,,,,1.0,0.2941,,,,,3.5,28.4,,1.0,1.0,1.0,,,,,,,,2.0,,,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,1.0,,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1642348-203083,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Justin Edwards, Andre Drummond","Oubre Jr., Grimes, Maxey, Edwards, Drummond",1626162-1629656-1630178-1642348-203083,PHI,188.0,1,3.0,5.0,7.0,7.0,,14.0,1.0,1.0,,1.0,,,5.0,1.0,1.0,3.0,6.0,11.0,6.0,,,,,6.0,5.0,2.0,3.0,,8.0,,,3.0,,,1.0,,,11.0,0.6666666666666666,0.5,,0.5,1.0,0.7857142857142857,,0.7857142857142857,,0.8571428571428571,,,,107.23404255319149,14.514285714285714,12.342857142857143,14.514285714285714,12.342857142857143,0.14285714285714285,1.0,1.0,0.14285714285714285,,,,0.7142857142857143,,,,0.8571428571428571,0.5037285714285714,,,,,15.3,27.05,,2.0,,,,3.0,,,,,,2.0,3.0,3.0,1.0,1.0,,2.0,1.0,3.0,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,,,,,1.0,0.6,0.6,0.6,,,,,,,,,,,,2.0,,,1.0,2.0,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1642348-203954,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, Justin Edwards, Joel Embiid","Oubre Jr., Grimes, Maxey, Edwards, Embiid",1626162-1629656-1630178-1642348-203954,PHI,109.3,1,2.0,3.0,6.0,5.0,,11.0,,,,,,,1.0,1.0,2.0,1.0,1.0,7.0,4.0,,,,2.0,,1.0,,,,,,,1.0,,,1.0,2.0,1.0,7.0,,1.0,,1.0,0.5,0.8333333333333334,,0.875,,0.3333333333333333,,,,144.92223238792315,10.883333333333333,8.8,10.883333333333333,8.8,,,,,,,,0.3333333333333333,,,,0.6666666666666666,0.5158333333333334,,0.25,0.3333333333333333,,5.9,24.8,6.0,5.0,1.0,1.0,1.0,1.0,,,1.0,2.0,7.0,,3.0,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,7.0,6.0,,,,0.5,0.8333333333333334,0.875,1.0,,,1.0,,,1.0,,,,0.3333333333333333,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,0.5158333333333334,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,2.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,1.0,,2.0,2.0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
1626162-1629656-1630178-1642845-202331,1610612755,"Kelly Oubre Jr., Quentin Grimes, Tyrese Maxey, VJ Edgecombe, Paul George","Oubre Jr., Grimes, Maxey, Edgecombe, George",1626162-1629656-1630178-1642845-202331,PHI,85.4,2,1.0,-1.0,3.0,6.0,,9.0,,,,,,,2.0,,,,2.0,1.0,2.0,,,,,,2.0,,,,,,,3.0,,,1.0,2.0,,1.0,,,,,,,,0.16666666666666666,,1.0,,,,151.75644028103045,16.333333333333332,6.066666666666666,16.333333333333332,6.066666666666666,,,,,,,,1.0,,,,1.0,0.423,,,,,,24.7,3.0,6.0,,,,,,,,,1.0,,,,,,,2.0,1.0,3.0,,,,,,,2.0,,,,,,0.16666666666666666,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,0.423,1.0,1.0,,,,,,2.0,,2.0,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2026,2025-26,True
