EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyDefPoss,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceFG2A,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,ShootingFouls,Charge Fouls Drawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimFrequency,PenaltyOffPoss,SecondChanceAtRimFGM,ShortMidRangeFGM,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsPutbacks,Corner3Assists,LongMidRangeAssists,SelfOReb,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,FTDefRebounds,DefFTReboundPct,ShortMidRangeAssists,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,PenaltyFG2A,PenaltyFtPoints,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,PenaltyFG2M,LostBallSteals,2pt And 1 Free Throw Trips,PenaltyFg2Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,Loose Ball Fouls,Offensive Fouls Drawn,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Charge Fouls,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Travels,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,HeaveAttempts,Arc3PctBlocked,OffensiveGoaltends,HeaveMakes,Blocked3s,BlockedCorner3,BlockedLongMidRange,Clear Path Fouls,LongMidRangePctBlocked,3SecondViolations,Transition Take Fouls,BlockedArc3,team_id,year,season,team_vs
1626156-1629060-1629216-1629629-1631132,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, Christian Koloko","Russell, Hachimura, Vincent, Reddish, Koloko",1626156-1629060-1629216-1629629-1631132,LAL,488.0,2,8.0,-11.0,17.0,17.0,3.0,34.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,5.0,7.0,12.0,23.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,3.0,6.0,2.0,8.0,5.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,5.0,8.0,4.0,2.0,1.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,0.2,0.2,0.25,0.2777777777777778,0.46153846153846156,0.5555555555555556,0.7142857142857143,0.75,1.0,0.5,0.8571428571428571,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,100.32786885245902,1.0,13.823529411764707,14.882352941176471,12.647058823529411,14.294117647058824,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.25,0.25,1.0,1.0,0.6666666666666666,0.25,0.49593333333333334,0.57225,0.3076923076923077,0.5,7.8,27.419999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1629629-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, Anthony Davis","Russell, Hachimura, Vincent, Reddish, Davis",1626156-1629060-1629216-1629629-203076,LAL,435.0,5,7.0,-6.0,12.0,11.0,2.0,23.0,2.0,5.0,2.0,1.0,3.0,,3.0,1.0,3.0,8.0,,6.0,,6.0,12.0,1.0,2.0,,3.0,,1.0,,1.0,,1.0,2.0,1.0,1.0,4.0,5.0,2.0,7.0,,,,,,,4.0,,2.0,,,,,,,,6.0,0.3333333333333333,0.3333333333333333,,,,0.375,0.21428571428571427,0.21428571428571427,0.42857142857142855,,0.8,0.5,0.16666666666666666,0.7142857142857143,0.18181818181818182,,0.3333333333333333,,0.8,,1.0,76.13793103448276,,18.583333333333332,19.272727272727273,17.916666666666668,16.90909090909091,0.35714285714285715,0.4,0.5,0.5,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.21428571428571427,,,,0.5,0.7857142857142857,,0.5427642857142857,0.6289,,,6.0375,24.55,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.2,0.2,0.3333333333333333,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1629629-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Cam Reddish, LeBron James","Russell, Hachimura, Vincent, Reddish, James",1626156-1629060-1629216-1629629-2544,LAL,836.0,3,14.0,4.0,29.0,28.0,6.0,57.0,3.0,7.0,4.0,3.0,5.0,1.0,8.0,1.0,6.0,14.0,4.0,13.0,7.0,31.0,27.0,1.0,6.0,12.0,8.0,1.0,3.0,4.0,7.0,1.0,2.0,18.0,5.0,8.0,7.0,15.0,7.0,22.0,2.0,2.0,3.0,,5.0,,6.0,1.0,5.0,8.0,4.0,2.0,1.0,1.0,2.0,2.0,27.0,0.5,0.6,1.0,0.3076923076923077,0.3076923076923077,0.42857142857142855,0.4444444444444444,0.5,0.48148148148148145,0.4,0.875,0.8888888888888888,0.5555555555555556,0.8823529411764706,0.4117647058823529,0.42857142857142855,1.0,1.0,1.0,0.8888888888888888,,98.18181818181819,1.0,13.96551724137931,15.392857142857142,12.758620689655173,14.821428571428571,0.25925925925925924,0.42857142857142855,0.5,0.6666666666666666,0.14814814814814814,0.1111111111111111,0.18518518518518517,0.2962962962962963,0.125,0.125,1.0,0.16666666666666666,0.7407407407407407,0.125,0.5294796296296296,0.5061,0.12903225806451613,0.2222222222222222,6.992857142857143,25.884615384615383,,3.0,1.0,5.0,6.0,1.0,2.0,3.0,1.0,,,0.07142857142857142,0.14285714285714285,0.25,0.25,0.3333333333333333,0.3333333333333333,0.5,3.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.5,0.2,0.16666666666666666,0.75,0.2857142857142857,0.75,0.5,0.5,0.0625,0.5,0.5,1.0,0.6,0.6,1.0,0.3333333333333333,1.0,0.5,0.49725,0.12903225806451613,0.0967741935483871,0.10344827586206896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1629637-1630559,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Jaxson Hayes, Austin Reaves","Russell, Hachimura, Vincent, Hayes, Reaves",1626156-1629060-1629216-1629637-1630559,LAL,40.0,1,1.0,,1.0,2.0,1.0,3.0,,1.0,,,,,2.0,1.0,,1.0,,2.0,,,,1.0,,,2.0,,,,,,,,1.0,,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,1.0,,0.5,1.0,0.6666666666666666,0.5,,,1.0,,,108.0,,27.0,6.5,14.0,6.5,0.3333333333333333,,,,,,,0.6666666666666666,,,,1.0,1.0,,0.5094,0.49875,,,3.3,26.3,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1629637-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Jaxson Hayes, LeBron James","Russell, Hachimura, Vincent, Hayes, James",1626156-1629060-1629216-1629637-2544,LAL,70.0,1,1.0,-2.0,3.0,3.0,1.0,6.0,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,2.0,,2.0,4.0,1.0,2.0,,1.0,,1.0,,1.0,,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,,,0.5,,0.5,,1.0,,,,,123.42857142857142,,13.0,10.333333333333334,11.0,10.333333333333334,,,,,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,1.0,0.6666666666666666,,0.51325,,,,12.6,24.85,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1630559-1631132,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Austin Reaves, Christian Koloko","Russell, Hachimura, Vincent, Reaves, Koloko",1626156-1629060-1629216-1630559-1631132,LAL,128.0,1,2.0,1.0,5.0,4.0,2.0,9.0,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,3.0,1.0,,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,,3.0,,,,1.0,2.0,,,,,,,,,,1.0,1.0,1.0,,0.75,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,,101.25,,12.0,17.0,10.6,17.0,,,,,,0.5,,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.473725,0.56085,,,14.9,25.3,4.0,,,,,,1.0,,,,,,,1.0,,,,,5.0,,,,1.0,1.0,,1.0,4.0,1.0,1.0,4.0,,,,,,,1.0,,3.0,,4.0,5.0,1.0,,1.5,0.75,1.0,0.6666666666666666,1.0,,,,,,,,,,0.5,1.0,0.473725,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1630559-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Austin Reaves, Anthony Davis","Russell, Hachimura, Vincent, Reaves, Davis",1626156-1629060-1629216-1630559-203076,LAL,758.0,6,13.0,5.0,27.0,26.0,2.0,53.0,5.0,6.0,2.0,7.0,2.0,4.0,7.0,1.0,9.0,15.0,4.0,9.0,5.0,35.0,30.0,1.0,10.0,12.0,7.0,4.0,5.0,4.0,9.0,4.0,3.0,22.0,1.0,6.0,3.0,12.0,2.0,14.0,3.0,2.0,,1.0,3.0,,7.0,,2.0,5.0,2.0,2.0,,2.0,2.0,2.0,33.0,0.5555555555555556,0.5555555555555556,1.0,0.4444444444444444,0.4444444444444444,0.6,0.625,0.6538461538461539,0.375,1.0,0.6,0.75,0.2,0.6923076923076923,0.18181818181818182,,0.5,0.5,0.6666666666666666,0.75,,100.68601583113457,1.0,13.777777777777779,14.846153846153847,13.296296296296296,14.346153846153847,0.25,0.8333333333333334,0.8333333333333334,0.6,0.08333333333333333,0.2916666666666667,0.08333333333333333,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,0.5,0.625,0.5714285714285714,0.5345895833333333,0.488225,0.07692307692307693,0.11764705882352941,10.006666666666666,25.711111111111112,9.0,,3.0,1.0,8.0,,1.0,3.0,,,1.0,,,0.16666666666666666,,0.42857142857142855,0.42857142857142855,,,,1.0,,,,1.0,,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,1.0,0.5,,0.5,,0.25,,,0.5,0.5,0.6666666666666666,,,,,,,,0.05714285714285714,,,3.0,1.0,,,,,,,,,,,,,1.0,1.0,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1631108-203076,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Max Christie, Anthony Davis","Russell, Hachimura, Vincent, Christie, Davis",1626156-1629060-1629216-1631108-203076,LAL,1037.0,6,17.0,-11.0,33.0,35.0,4.0,68.0,9.0,13.0,11.0,2.0,4.0,,3.0,,15.0,26.0,1.0,7.0,1.0,34.0,45.0,,18.0,3.0,3.0,,9.0,1.0,10.0,,6.0,21.0,2.0,3.0,5.0,10.0,5.0,15.0,5.0,5.0,,,5.0,,7.0,,3.0,1.0,1.0,2.0,2.0,,2.0,2.0,28.0,0.6,0.6923076923076923,1.0,0.14285714285714285,0.14285714285714285,0.5769230769230769,0.5,0.5151515151515151,0.21212121212121213,1.0,0.7142857142857143,0.5,0.3333333333333333,0.6153846153846154,0.29411764705882354,0.6666666666666666,,1.0,0.5,0.5,,94.42622950819671,1.0,16.424242424242426,14.142857142857142,15.787878787878787,13.285714285714286,0.3939393939393939,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.3333333333333333,0.06060606060606061,0.12121212121212122,0.09090909090909091,,,,,0.6060606060606061,,0.5537439393939394,0.6194666666666667,0.030303030303030304,0.038461538461538464,5.457692307692308,24.428571428571427,13.0,5.0,1.0,5.0,12.0,2.0,3.0,6.0,,,1.0,0.07692307692307693,,0.2727272727272727,0.25,0.5,0.5,1.0,4.0,3.0,5.0,1.0,,1.0,3.0,,6.0,,1.0,4.0,4.0,1.0,1.0,1.0,4.0,2.0,,,,,4.0,4.0,,0.6,0.6,0.5,0.6,0.5,,,0.06666666666666667,0.45454545454545453,0.5555555555555556,1.0,0.25,0.25,1.0,0.6,0.25,,0.4622125,0.17647058823529413,0.11764705882352941,0.12121212121212122,2.0,1.0,2.0,0.4,,,3.0,,,,,,,,,,,,2.0,2.0,1.0,0.6666666666666666,0.18181818181818182,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1631132-1642261,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Christian Koloko, Dalton Knecht","Russell, Hachimura, Vincent, Koloko, Knecht",1626156-1629060-1629216-1631132-1642261,LAL,59.0,1,1.0,2.0,1.0,2.0,,3.0,,,1.0,,,,,,1.0,1.0,,,,2.0,,,2.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,,1.0,0.5,,0.6666666666666666,,,,1.0,,0.5,,73.22033898305085,1.0,12.0,23.5,12.0,17.0,,,,,1.0,,,,,,,,,,0.447,,,,4.2,,2.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,0.447,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
1626156-1629060-1629216-1631132-2544,1610612747,"D'Angelo Russell, Rui Hachimura, Gabe Vincent, Christian Koloko, LeBron James","Russell, Hachimura, Vincent, Koloko, James",1626156-1629060-1629216-1631132-2544,LAL,133.0,1,2.0,-5.0,4.0,5.0,,9.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,3.0,8.0,,2.0,,,,1.0,,1.0,,1.0,2.0,,,1.0,1.0,,1.0,,,2.0,,2.0,,,,2.0,2.0,1.0,,,,,,3.0,1.0,1.0,,,,1.0,1.0,0.75,,,0.5,,,0.5,,,,1.0,,,,97.44360902255639,,13.25,16.0,13.25,15.8,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,0.8534,,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,True
