EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FtPoints,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,SelfOReb,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,ShortMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,Fg3aBlocked,Corner3Assists,FTOffRebounds,Travels,SecondChanceTurnovers,Charge Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Corner3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceFtPoints,Loose Ball Fouls,Transition Take Fouls,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,LongMidRangeFGM,PenaltyCorner3FGM,HeaveAttempts,LongMidRangeAssists,StepOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Charge Fouls Drawn,BlockedCorner3,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,OffensiveGoaltends,Transition Take Fouls Drawn,team_id,year,season,team_vs
1628408-1628978-1630545-1630568-1631169,1610612750,"PJ Dozier, Donte DiVincenzo, Terrence Shannon Jr., Luka Garza, Josh Minott","Dozier, DiVincenzo, Shannon Jr., Garza, Minott",1628408-1628978-1630545-1630568-1631169,MIN,62.0,1,1.0,2.0,2.0,2.0,1.0,4,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,92.9032258064516,1.0,12.5,18.5,12.5,18.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.5044666666666667,1.0,3.4,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628408-1629638-1630545-1630568-1631169,1610612750,"PJ Dozier, Nickeil Alexander-Walker, Terrence Shannon Jr., Luka Garza, Josh Minott","Dozier, Alexander-Walker, Shannon Jr., Garza, Minott",1628408-1629638-1630545-1630568-1631169,MIN,79.0,1,1.0,5.0,3.0,2.0,1.0,5,2.0,2.0,1.0,1.0,,2.0,3.0,,8.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,1.0,2.0,,,,,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,91.13924050632912,,14.666666666666666,17.5,14.666666666666666,17.5,0.6666666666666666,1.0,1.0,,1.0,1.0,0.6666666666666666,0.5254666666666666,0.25,2.966666666666667,,2.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,5.0,2.0,0.5,1.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,1.0,1.0,1.0,0.5,0.3333333333333333,0.6666666666666666,1.0,0.6452,0.5254666666666666,0.5,0.3333333333333333,1.0,0.625,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628408-1630227-1630545-1630568-1631169,1610612750,"PJ Dozier, Daishen Nix, Terrence Shannon Jr., Luka Garza, Josh Minott","Dozier, Nix, Shannon Jr., Garza, Minott",1628408-1630227-1630545-1630568-1631169,MIN,794.0,3,13.0,-9.0,28.0,31.0,,59,5.0,5.0,,,9.0,7.0,8.0,10.0,23.0,,,,8.0,,9.0,,3.0,2.0,7.0,,7.0,1.0,,1.0,1.0,0.875,,0.5555555555555556,,0.575,,0.5555555555555556,0.6666666666666666,1.0,,0.8333333333333334,,,,1.0,107.00251889168766,1.0,13.785714285714286,13.161290322580646,13.785714285714286,13.096774193548388,0.2777777777777778,1.0,1.0,0.5,,,0.8333333333333334,0.517525,,6.125,26.360000000000003,23.0,3.0,3.0,2.0,3.0,32.0,4.0,5.0,3.0,17.0,6.0,3.0,4.0,2.0,9.0,,,3.0,4.0,,2.0,,23.0,17.0,23.0,0.42857142857142855,0.42857142857142855,0.8,0.4666666666666667,0.5,,,,0.4,0.1111111111111111,0.2,1.0,,0.5071233333333333,0.1,0.2,,0.7391304347826086,0.8214285714285714,23.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,2.0,2.0,10.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,1.0,6.0,2.0,1.0,8.0,6.0,6.0,8.0,1.0,2.0,1.0,0.5,0.2,0.2,0.2,0.25,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.5,0.06666666666666667,0.6,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628408-1630545-1630568-1631169-1642265,1610612750,"PJ Dozier, Terrence Shannon Jr., Luka Garza, Josh Minott, Rob Dillingham","Dozier, Shannon Jr., Garza, Minott, Dillingham",1628408-1630545-1630568-1631169-1642265,MIN,1062.0,5,18.0,10.0,40.0,41.0,7.0,81,11.0,15.0,3.0,4.0,12.0,14.0,21.0,18.0,50.0,3.0,5.0,9.0,18.0,6.0,12.0,5.0,6.0,3.0,10.0,9.0,19.0,1.0,,1.0,1.0,0.6666666666666666,0.6,0.5897435897435898,0.5625,0.5952380952380952,0.5625,0.46153846153846156,0.75,0.8571428571428571,0.5,0.8181818181818182,0.47058823529411764,0.3333333333333333,,0.8333333333333334,109.83050847457628,1.0,14.65,11.609756097560975,13.75,11.536585365853659,0.38461538461538464,0.7333333333333333,0.8461538461538461,0.3076923076923077,0.5,0.75,0.8461538461538461,0.553926923076923,0.18,3.761904761904762,25.23888888888889,13.0,4.0,6.0,5.0,4.0,40.0,6.0,9.0,1.0,16.0,10.0,5.0,11.0,5.0,28.0,3.0,1.0,6.0,6.0,,2.0,,41.0,16.0,13.0,0.35714285714285715,0.45454545454545453,0.6666666666666666,0.5769230769230769,0.5714285714285714,0.42857142857142855,0.5,0.07142857142857142,0.45454545454545453,0.1282051282051282,0.46153846153846156,0.6666666666666666,0.6072625,0.5801115384615385,0.04878048780487805,0.08695652173913043,,0.32,0.325,30.0,3.0,1.0,6.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,18.0,,4.0,6.0,4.0,,1.0,4.0,3.0,1.0,4.0,,2.0,4.0,,2.0,8.0,1.0,3.0,5.0,,2.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.5,1.0,0.75,,1.0,0.6,0.6,,0.02564102564102564,0.15384615384615385,0.3333333333333333,0.3333333333333333,1.0,0.07692307692307693,0.23076923076923078,0.3333333333333333,0.3333333333333333,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.05555555555555555,0.09523809523809523,0.13333333333333333,0.16666666666666666,1.0,0.25,1.0,0.75,0.3333333333333333,0.4,1.0,0.375,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628408-1630545-1631159-1631169-1642265,1610612750,"PJ Dozier, Terrence Shannon Jr., Leonard Miller, Josh Minott, Rob Dillingham","Dozier, Shannon Jr., Miller, Minott, Dillingham",1628408-1630545-1631159-1631169-1642265,MIN,98.0,1,2.0,-4.0,3.0,4.0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85714285714286,,22.333333333333332,7.75,22.333333333333332,7.75,,,,,,,,,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,2.0,,,3.0,3.0,1.0,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1630183,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Jaden McDaniels","DiVincenzo, Alexander-Walker, Reid, Edwards, McDaniels",1628978-1629638-1629675-1630162-1630183,MIN,927.0,7,15.0,-13.0,37.0,35.0,5.0,72,5.0,9.0,3.0,6.0,5.0,9.0,20.0,7.0,29.0,3.0,6.0,9.0,12.0,4.0,5.0,2.0,8.0,5.0,13.0,7.0,20.0,1.0,,1.0,1.0,0.45,0.5,0.3888888888888889,0.5,0.48333333333333334,0.6428571428571429,0.25925925925925924,1.0,0.7272727272727273,0.3333333333333333,0.8125,0.4117647058823529,0.5,1.0,0.7777777777777778,111.84466019417476,1.0,13.513513513513514,12.2,12.972972972972974,12.114285714285714,0.3333333333333333,0.5555555555555556,0.625,0.18518518518518517,1.0,0.5,0.5925925925925926,0.523012962962963,0.3103448275862069,5.195,25.614285714285717,11.0,3.0,6.0,9.0,8.0,42.0,3.0,9.0,3.0,9.0,6.0,3.0,4.0,2.0,9.0,5.0,1.0,5.0,9.0,2.0,4.0,,20.0,9.0,11.0,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.2727272727272727,0.375,0.45454545454545453,0.4,0.0625,0.4,0.3333333333333333,0.5454545454545454,0.5,0.6121000000000001,0.5449090909090909,0.13793103448275862,0.18181818181818182,,0.3103448275862069,0.2972972972972973,26.0,4.0,2.0,2.0,1.0,1.0,,1.0,1.0,,2.0,3.0,,1.0,1.0,1.0,1.0,,5.0,3.0,2.0,9.0,2.0,7.0,4.0,1.0,2.0,13.0,3.0,1.0,3.0,,,1.0,1.0,0.14285714285714285,,0.14285714285714285,0.6923076923076923,,1.0,,0.5,0.4444444444444444,0.4444444444444444,0.25,0.07407407407407407,0.07407407407407407,0.2,0.2,1.0,0.09090909090909091,0.09090909090909091,,0.2,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,0.05,0.1111111111111111,,,0.75,,,,,,,,,3.0,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1630545,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Terrence Shannon Jr.","DiVincenzo, Alexander-Walker, Reid, Edwards, Shannon Jr.",1628978-1629638-1629675-1630162-1630545,MIN,192.0,2,3.0,3.0,7.0,6.0,1.0,13,,2.0,,1.0,2.0,,4.0,2.0,7.0,,1.0,,,,2.0,,1.0,2.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,,,0.5,,0.42857142857142855,,0.3333333333333333,1.0,1.0,,1.0,0.25,,1.0,1.0,97.5,1.0,16.428571428571427,12.833333333333334,16.285714285714285,12.833333333333334,0.3333333333333333,,,0.3333333333333333,1.0,,0.6666666666666666,0.4552333333333333,,3.975,26.55,,,,2.0,1.0,4.0,,,,,,,1.0,,3.0,1.0,1.0,1.0,3.0,,1.0,,7.0,,,,,,,,0.25,,0.25,,0.3333333333333333,,,0.3496,,0.14285714285714285,0.2,,,,,,,,,2.0,,,2.0,,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,0.5,1.0,,1.0,,,,,,,,,,,1.0,1.0,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1631169,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Josh Minott","DiVincenzo, Alexander-Walker, Reid, Edwards, Minott",1628978-1629638-1629675-1630162-1631169,MIN,580.0,5,10.0,3.0,18.0,20.0,,38,3.0,4.0,,,6.0,4.0,8.0,7.0,24.0,,,,2.0,,6.0,1.0,4.0,3.0,7.0,1.0,8.0,,,,,0.5,,0.6666666666666666,,0.7058823529411765,,0.4666666666666667,1.0,1.0,0.3333333333333333,1.0,0.14285714285714285,0.5,1.0,1.0,94.3448275862069,,17.77777777777778,13.0,17.166666666666668,13.0,0.26666666666666666,0.75,0.75,0.4,,,0.7333333333333333,0.5587133333333333,,6.2625,24.957142857142856,3.0,,1.0,3.0,4.0,21.0,,1.0,2.0,5.0,6.0,3.0,5.0,2.0,12.0,,,2.0,4.0,,2.0,,24.0,5.0,3.0,0.75,0.75,,0.75,0.8333333333333334,,,,0.6666666666666666,0.2,0.5,,,0.625775,0.11764705882352941,0.2,,0.20833333333333334,0.16666666666666666,4.0,1.0,1.0,1.0,,4.0,1.0,1.0,4.0,1.0,1.0,6.0,6.0,4.0,2.0,2.0,1.0,,2.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,,,,,,,0.5,0.5714285714285714,1.0,0.5714285714285714,1.0,,1.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.06666666666666667,0.06666666666666667,0.6666666666666666,0.6666666666666666,0.5,,0.5,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1641740,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Jaylen Clark","DiVincenzo, Alexander-Walker, Reid, Edwards, Clark",1628978-1629638-1629675-1630162-1641740,MIN,193.0,2,3.0,,6.0,7.0,1.0,13,,1.0,,,,1.0,2.0,1.0,6.0,,,,2.0,,,1.0,2.0,2.0,4.0,1.0,5.0,,,,,0.5,,0.3333333333333333,,0.6,,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,96.99481865284974,,15.0,14.714285714285714,14.833333333333334,14.714285714285714,0.3333333333333333,,,,,,0.6666666666666666,0.5210166666666667,,6.25,23.4,6.0,,1.0,1.0,4.0,6.0,1.0,2.0,4.0,6.0,,,,,,,,2.0,4.0,,1.0,,6.0,6.0,6.0,,,0.5,0.3333333333333333,0.6,,,,,0.3333333333333333,0.3333333333333333,,,0.5210166666666667,0.25,0.3333333333333333,,1.0,1.0,7.0,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,0.3333333333333333,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
1628978-1629638-1629675-1630162-1642265,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Rob Dillingham","DiVincenzo, Alexander-Walker, Reid, Edwards, Dillingham",1628978-1629638-1629675-1630162-1642265,MIN,160.0,1,3.0,2.0,7.0,6.0,1.0,13,1.0,3.0,,,1.0,2.0,4.0,2.0,8.0,,,1.0,,,1.0,,2.0,2.0,4.0,,4.0,,,,,0.5,,0.5833333333333334,,0.5714285714285714,0.5,0.3333333333333333,0.6666666666666666,1.0,,0.8,,,1.0,1.0,117.0,,12.857142857142858,11.666666666666666,11.285714285714286,10.0,0.5,0.3333333333333333,0.5,0.16666666666666666,,,0.8333333333333334,0.6015583333333333,0.125,4.625,23.9,3.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,,2.0,4.0,2.0,3.0,1.0,7.0,,,2.0,2.0,,1.0,,7.0,2.0,3.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,1.0,0.16666666666666666,0.6666666666666666,0.5,,0.6624166666666667,0.14285714285714285,0.2,,0.25,0.42857142857142855,1.0,1.0,,1.0,,,,1.0,1.0,,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,0.5,,0.5,,,,1.0,,1.0,1.0,1.0,,0.16666666666666666,,,,,0.3333333333333333,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,0.25,0.3333333333333333,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,True
