EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,FoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,FG3M,FG3A,OpponentPoints,PtsAssisted3s,ThreePtAssists,Corner3Assists,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,OffAtRimReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Avg3ptShotDistance,FTOffRebounds,SelfOReb,Transition Take Fouls Drawn,FTA,NonShootingFoulsDrawn,OffFTReboundPct,SelfORebPct,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,DefCorner3ReboundPct,LongMidRangeFGA,Arc3FGM,Arc3FGA,FtPoints,NonHeaveArc3FGA,NonHeaveArc3FGM,Arc3Assists,OffThreePtRebounds,DefTwoPtRebounds,Loose Ball Fouls,TwoPtShootingFoulsDrawn,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGM,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,SecondChanceFg3Pct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceFtPoints,Offensive Fouls,Blocked2s,BlockedAtRim,Blocks,LongMidRangeAssists,FTDefRebounds,BlockedShortMidRange,RecoveredBlocks,DefFTReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,2pt And 1 Free Throw Trips,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,PenaltyArc3FGA,PenaltyFG3A,HeaveAttempts,LostBallSteals,NonShootingPenaltyNonTakeFouls,PenaltyArc3Frequency,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3FGM,PenaltyFG3M,PenaltyFtPoints,PenaltyTurnovers,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Charge Fouls Drawn,Loose Ball Fouls Drawn,PenaltyCorner3FGA,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3Frequency,Fg3aBlocked,Transition Take Fouls,Blocked3s,BlockedArc3,DefensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,Technical Free Throw Trips,3SecondViolations,LongMidRangePctBlocked,PenaltyCorner3FGM,BlockedCorner3,Defensive 3 Seconds Violations,PenaltyCorner3Accuracy,BlockedLongMidRange,Corner3PctBlocked,Charge Fouls,OffensiveGoaltends,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
1627750-1628427-1629008-1631124-1631128,1610612743,"Jamal Murray, Vlatko Čančar, Michael Porter Jr., Julian Strawther, Christian Braun","Murray, Čančar, Porter Jr., Strawther, Braun",1627750-1628427-1629008-1631124-1631128,DEN,31.0,1,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,139.3548387096774,12.0,7.0,12.0,7.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6156333333333334,0.6202,0.6156333333333334,0.5,1.0,4.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1629008-1631124-201566,1610612743,"Jamal Murray, Vlatko Čančar, Michael Porter Jr., Julian Strawther, Russell Westbrook","Murray, Čančar, Porter Jr., Strawther, Westbrook",1627750-1628427-1629008-1631124-201566,DEN,160.0,1,3.0,-4.0,7.0,7.0,,7.0,2.0,14.0,2.0,5.0,1.0,2.0,,,1.0,2.0,6.0,7.0,1.0,2.0,2.0,,,,,4.0,2.0,,1.0,,3.0,2.0,1.0,1.0,2.0,3.0,,5.0,,,,,0.3333333333333333,0.5,,0.5,0.5,,0.5,0.5,,0.5,1.0,0.5,0.5,,1.0,126.0,13.571428571428571,9.285714285714286,13.571428571428571,8.0,0.7142857142857143,0.4,0.4,,0.14285714285714285,1.0,0.5,,,0.8571428571428571,0.5906785714285715,0.62115,,0.2857142857142857,,2.1999999999999997,,1.0,1.0,1.0,1.0,11.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,0.6666666666666666,0.14285714285714285,1.0,1.0,1.0,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1629008-1631128-1631212,1610612743,"Jamal Murray, Vlatko Čančar, Michael Porter Jr., Christian Braun, Peyton Watson","Murray, Čančar, Porter Jr., Braun, Watson",1627750-1628427-1629008-1631128-1631212,DEN,64.0,1,1.0,-2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,2.0,,,,,1.0,,,2.0,2.0,1.0,,2.0,1.0,,,0.5,1.0,0.5,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1.0,,,1.0,1.0,,67.5,29.0,17.5,29.0,15.0,0.5,1.0,1.0,,0.5,1.0,1.0,0.5,1.0,0.5,0.5257,0.6247,0.5257,1.0,1.0,2.65,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1629008-1641816-201566,1610612743,"Jamal Murray, Vlatko Čančar, Michael Porter Jr., Hunter Tyson, Russell Westbrook","Murray, Čančar, Porter Jr., Tyson, Westbrook",1627750-1628427-1629008-1641816-201566,DEN,102.0,1,2.0,3.0,3.0,3.0,,,,6.0,1.0,1.0,,,,,,1.0,1.0,5.0,,,,,,,,2.0,,,1.0,,3.0,,2.0,2.0,,2.0,,5.0,,,,,1.0,,,1.25,,,1.25,,,,0.6666666666666666,0.6666666666666666,,,1.0,84.70588235294117,14.0,20.0,14.0,18.0,0.5,1.0,1.0,,,,,,,1.0,0.597225,,,,,2.6,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,0.5,,,0.5,1.0,1.0,1.0,24.0,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1629008-201566-203967,1610612743,"Jamal Murray, Vlatko Čančar, Michael Porter Jr., Russell Westbrook, Dario Šarić","Murray, Čančar, Porter Jr., Westbrook, Šarić",1627750-1628427-1629008-201566-203967,DEN,186.0,1,3.0,-5.0,5.0,6.0,,,1.0,11.0,,,,,,,2.0,,3.0,4.0,,1.0,,,,,,,,,1.0,,3.0,,,2.0,1.0,3.0,1.0,4.0,,,,,,,,0.3,,,0.3333333333333333,,,,,0.6666666666666666,0.25,,,85.16129032258064,20.0,14.333333333333334,19.4,12.833333333333334,,,,,0.4,,,,,0.4,0.45906,,,,,14.133333333333333,,,,1.0,2.0,9.0,3.0,1.0,,,,,,,,,2.0,1.0,0.5,0.5,0.4,,,,,,,27.25,,,,2.0,,,,,,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2,0.4,0.5,0.5,1.0,0.5,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1631124-1631128-1631212,1610612743,"Jamal Murray, Vlatko Čančar, Julian Strawther, Christian Braun, Peyton Watson","Murray, Čančar, Strawther, Braun, Watson",1627750-1628427-1631124-1631128-1631212,DEN,42.0,1,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,34.285714285714285,,21.0,,21.0,,,,,,,,,,1.0,0.52455,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,25.6,,,,,,,,,,1.0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1631124-1631212-201566,1610612743,"Jamal Murray, Vlatko Čančar, Julian Strawther, Peyton Watson, Russell Westbrook","Murray, Čančar, Strawther, Watson, Westbrook",1627750-1628427-1631124-1631212-201566,DEN,92.0,1,2.0,,3.0,2.0,3.0,2.0,2.0,5.0,,3.0,,1.0,,3.0,,1.0,5.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,,2.0,,,,,,2.0,,1.0,2.0,3.0,,,2.0,3.0,,,0.2,0.5,0.2,0.2,0.5,0.2,0.2,0.5,0.2,0.5,,1.0,0.5,,,78.26086956521739,23.666666666666668,10.5,17.666666666666668,10.5,0.6,,,,,0.5,,0.6,,0.6,0.44564000000000004,0.4457,0.44564000000000004,1.0,1.0,7.640000000000001,1.0,,,,,2.0,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,,,1.0,0.4,,,,,,,,1.0,1.0,0.2,0.3333333333333333,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1628427-1631124-201566-201599,1610612743,"Jamal Murray, Vlatko Čančar, Julian Strawther, Russell Westbrook, DeAndre Jordan","Murray, Čančar, Strawther, Westbrook, Jordan",1627750-1628427-1631124-201566-201599,DEN,225.0,1,4.0,3.0,9.0,8.0,,,1.0,17.0,1.0,1.0,,,,,4.0,2.0,5.0,8.0,,,3.0,,,,2.0,2.0,,1.0,2.0,,5.0,1.0,2.0,3.0,2.0,5.0,1.0,5.0,,,0.5,0.5,0.4,,,0.4375,0.75,,0.4444444444444444,0.75,,0.3333333333333333,1.0,1.0,0.4,0.3333333333333333,1.0,108.8,12.777777777777779,13.75,12.0,13.75,0.125,1.0,1.0,,0.5,,,,,0.5,0.5551875,0.6009,,0.375,,5.6,,,2.0,1.0,3.0,5.0,3.0,1.0,,2.0,2.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.375,0.5,,0.25,,,,23.900000000000002,,,,2.0,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,0.5,,1.0,,0.125,1.0,1.0,1.0,1.0,0.1111111111111111,0.16666666666666666,,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,0.25,0.25,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1630192-1631124-1631212,1610612743,"Jamal Murray, Michael Porter Jr., Zeke Nnaji, Julian Strawther, Peyton Watson","Murray, Porter Jr., Nnaji, Strawther, Watson",1627750-1629008-1630192-1631124-1631212,DEN,27.0,1,,2.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,2.0,,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,106.66666666666666,6.0,21.0,6.0,21.0,1.0,1.0,1.0,1.0,,,,,,1.0,0.5694,,,,,2.6,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1630192-1631124-201566,1610612743,"Jamal Murray, Michael Porter Jr., Zeke Nnaji, Julian Strawther, Russell Westbrook","Murray, Porter Jr., Nnaji, Strawther, Westbrook",1627750-1629008-1630192-1631124-201566,DEN,214.0,1,4.0,6.0,7.0,7.0,,,1.0,14.0,,1.0,,,,,3.0,1.0,4.0,11.0,1.0,1.0,2.0,,,,,2.0,,,2.0,,6.0,1.0,1.0,4.0,1.0,5.0,2.0,9.0,,,,,0.25,1.0,,0.7857142857142857,1.0,,0.7857142857142857,1.0,,0.3333333333333333,1.0,1.0,0.3333333333333333,0.5,,94.2056074766355,10.857142857142858,19.714285714285715,10.142857142857142,19.714285714285715,0.14285714285714285,,,,0.42857142857142855,,,,,0.5714285714285714,0.5173714285714286,0.4594,,0.18181818181818182,,8.325,,,,3.0,3.0,5.0,6.0,2.0,,,,,,,1.0,,,0.6666666666666666,1.0,1.0,0.42857142857142855,,,,,,,29.400000000000002,,,,,,,,,1.0,1.0,,3.0,3.0,,3.0,3.0,2.0,,3.0,,,1.0,,,,,0.42857142857142855,1.0,1.0,0.6666666666666666,1.0,,,,1.0,0.25,,,,,1.0,,,,,,,,,0.3333333333333333,0.5,,,,,,3.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
